Time,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Angle_X,Angle_Y,Angle_Z,Mouse,Keyboard
1753172458.4516094,0.222,0.151,0.965,0.793,-0.61,-0.427,9.23,-12.68,-56.08,False,False
1753172458.5566323,0.215,0.143,0.966,-0.122,0.244,0.061,9.22,-12.7,-56.06,False,False
1753172458.6466525,0.228,0.154,0.965,0.183,0.0,-0.305,9.2,-12.66,-56.06,False,False
1753172458.7516782,0.228,0.149,0.964,-0.183,0.427,0.122,9.22,-12.69,-56.07,False,False
1753172458.8567019,0.219,0.156,0.965,-0.244,0.488,0.244,9.19,-12.65,-56.05,False,False
1753172458.9467223,0.216,0.156,0.964,0.488,-0.427,-0.122,9.21,-12.65,-56.07,False,False
1753172459.0543046,0.213,0.144,0.966,0.0,0.854,0.0,9.2,-12.63,-56.06,False,False
1753172459.156327,0.22,0.154,0.965,1.099,-0.427,-0.671,9.18,-12.63,-56.07,False,False
1753172459.2463472,0.215,0.144,0.966,-0.122,0.549,0.0,9.21,-12.66,-56.09,False,False
1753172459.3513737,0.218,0.157,0.964,0.183,0.183,-0.305,9.19,-12.65,-56.09,False,False
1753172459.441394,0.221,0.153,0.964,-0.061,-0.061,0.183,9.22,-12.68,-56.12,False,False
1753172459.5464203,0.223,0.154,0.964,-0.183,0.061,0.488,9.2,-12.68,-56.1,False,False
1753172459.6514442,0.218,0.152,0.966,0.916,-0.305,-0.305,9.2,-12.67,-56.1,False,False
