Time,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Angle_X,Angle_Y,Angle_Z,Mouse,Keyboard
1753170715.0683286,0.233,0.192,0.952,-1.038,1.038,0.122,11.66,-14.51,-152.68,False,False
1753170715.1728148,0.247,0.195,0.954,0.61,1.831,-0.244,11.66,-14.43,-152.63,False,False
1753170715.2778416,0.252,0.196,0.95,0.0,2.991,-1.77,11.7,-14.39,-152.58,False,False
1753170715.3678858,0.251,0.195,0.95,-0.122,0.977,-0.854,11.72,-14.33,-152.58,False,False
1753170715.4727895,0.251,0.189,0.95,0.0,0.0,0.0,11.71,-14.33,-152.57,False,False
1753170715.5778186,0.25,0.195,0.95,0.122,-0.61,0.183,11.69,-14.35,-152.57,False,False
1753170715.6678185,0.247,0.192,0.951,0.122,-0.61,0.488,11.71,-14.36,-152.58,False,False
1753170715.7729065,0.246,0.194,0.95,0.0,-0.427,0.305,11.7,-14.36,-152.58,False,False
1753170715.8782196,0.257,0.195,0.95,0.0,0.366,-0.305,11.71,-14.37,-152.59,False,False
1753170715.9678166,0.262,0.196,0.95,0.244,0.061,0.0,11.69,-14.41,-152.59,False,False
1753170716.0729077,0.254,0.194,0.951,0.183,0.488,-0.671,11.7,-14.44,-152.58,False,False
1753170716.1629102,0.246,0.194,0.95,0.122,0.122,-0.427,11.71,-14.44,-152.62,False,False
1753170716.2839413,0.241,0.192,0.951,0.0,0.0,-0.366,11.72,-14.45,-152.64,False,False
1753170716.3729608,0.25,0.191,0.95,-0.183,0.183,0.122,11.72,-14.46,-152.66,False,False
1753170716.4699836,0.245,0.194,0.952,0.122,0.0,0.061,11.71,-14.47,-152.64,False,False
1753170716.568005,0.248,0.19,0.949,0.0,0.244,0.061,11.72,-14.43,-152.64,False,False
1753170716.6730285,0.243,0.196,0.951,0.061,-0.793,0.854,11.72,-14.41,-152.63,False,False
1753170716.7630537,0.245,0.191,0.952,0.0,-0.671,0.854,11.73,-14.39,-152.64,False,False
1753170716.8680868,0.237,0.194,0.952,-0.122,-0.366,0.671,11.71,-14.4,-152.61,False,False
1753170716.9731107,0.252,0.192,0.951,0.061,0.061,0.061,11.71,-14.4,-152.61,False,False
1753170717.0631347,0.253,0.199,0.947,0.122,0.244,-0.427,11.69,-14.46,-152.59,False,False
1753170717.1681585,0.212,0.189,0.954,0.671,-0.916,-0.366,11.73,-14.53,-152.63,False,False
1753170717.2581751,0.208,0.196,0.954,-0.427,0.427,-0.122,11.77,-14.64,-152.68,False,False
1753170717.3625927,0.22,0.205,0.951,0.122,-0.305,-0.549,11.72,-14.67,-152.7,False,False
1753170717.4676368,0.25,0.191,0.951,-0.488,2.563,-0.793,11.72,-14.65,-152.72,False,False
1753170717.5576603,0.262,0.194,0.949,-0.122,3.357,-1.77,11.67,-14.56,-152.69,False,False
1753170717.6628146,0.256,0.202,0.952,0.549,0.977,-0.732,11.67,-14.57,-152.68,False,False
1753170717.7678409,0.271,0.203,0.945,0.671,1.343,-0.427,11.74,-14.51,-152.69,False,False
