Time,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Angle_X,Angle_Y,Angle_Z,Mouse,Keyboard
1753171258.0752304,0.318,0.21,0.93,-1.465,-1.892,0.122,13.13,-17.07,-23.09,False,False
1753171258.1802547,0.277,0.191,0.943,-2.869,2.808,0.183,12.95,-17.09,-23.17,False,False
1753171258.270275,0.338,0.229,0.925,0.366,3.601,-0.793,12.84,-16.75,-23.09,False,False
1753171258.3757842,0.239,0.19,0.949,0.0,-3.113,4.15,12.79,-16.94,-22.95,False,False
1753171258.4808078,0.331,0.216,0.925,1.831,7.69,20.386,12.43,-16.77,-21.85,False,False
1753171258.5708282,0.271,0.199,0.934,-1.709,-2.38,9.094,12.05,-17.43,-19.77,False,False
1753171258.6748517,0.308,0.188,0.972,-1.343,0.488,-0.244,11.9,-16.95,-19.8,False,False
1753171258.7648728,0.289,0.178,0.933,-1.343,-0.916,0.0,11.78,-17.07,-19.76,False,False
1753171258.869896,0.298,0.204,0.948,0.916,0.427,-1.648,11.81,-17.1,-19.88,False,False
1753171258.9759214,0.292,0.188,0.938,-3.235,-1.16,1.038,11.77,-17.12,-19.98,False,False
1753171259.0649402,0.305,0.189,0.938,-0.549,-0.549,-0.488,11.66,-17.15,-19.98,False,False
1753171259.169964,0.329,0.181,0.954,0.488,-0.427,-0.244,11.66,-17.2,-20.03,False,False
1753171259.2749863,0.264,0.203,0.929,4.395,4.761,0.0,11.72,-17.18,-20.03,False,False
1753171259.3659232,0.304,0.19,0.943,-2.014,0.793,1.099,11.96,-16.6,-19.98,False,False
1753171259.4707732,0.292,0.19,0.938,0.183,-1.465,-0.427,11.78,-16.85,-19.92,False,False
1753171259.5747974,0.292,0.189,0.938,-0.854,-1.526,0.244,11.74,-16.88,-19.97,False,False
1753171259.665402,0.297,0.186,0.94,-0.122,-0.854,-0.916,11.71,-16.91,-20.02,False,False
1753171259.7700772,0.308,0.19,0.935,-0.793,-0.854,0.122,11.68,-17.01,-20.09,False,False
1753171259.860098,0.301,0.192,0.937,0.488,-0.916,0.488,11.73,-17.18,-20.11,False,False
1753171259.9651208,0.29,0.186,0.939,0.0,-2.075,0.0,11.73,-17.22,-20.15,False,False
1753171260.0711458,0.292,0.188,0.938,-0.122,0.0,0.061,11.71,-17.19,-20.18,False,False
1753171260.1601648,0.288,0.192,0.938,0.244,-0.61,-0.244,11.7,-17.21,-20.19,False,False
1753171260.265194,0.284,0.194,0.938,0.0,0.0,-0.549,11.73,-17.27,-20.24,False,False
1753171260.3712182,0.298,0.19,0.938,0.0,1.221,-0.122,11.75,-17.3,-20.35,False,False
1753171260.4602377,0.305,0.189,0.937,0.183,1.221,-1.221,11.74,-17.35,-20.36,False,False
1753171260.5654032,0.302,0.191,0.938,-0.183,0.0,-0.122,11.74,-17.37,-20.39,False,False
1753171260.6704268,0.299,0.189,0.936,0.0,0.122,-0.305,11.73,-17.37,-20.41,False,False
1753171260.7604473,0.303,0.192,0.936,0.244,-0.732,0.305,11.72,-17.39,-20.4,False,False
1753171260.8654702,0.301,0.188,0.938,0.0,0.244,-0.183,11.72,-17.4,-20.41,False,False
1753171260.9704945,0.306,0.195,0.936,0.0,-0.183,-0.183,11.71,-17.39,-20.42,False,False
1753171261.0605142,0.3,0.187,0.938,0.061,-0.244,-0.061,11.7,-17.4,-20.43,False,False
1753171261.1655383,0.307,0.189,0.936,0.183,-0.305,0.061,11.69,-17.39,-20.44,False,False
1753171261.2555594,0.301,0.188,0.938,0.0,0.305,0.0,11.68,-17.39,-20.42,False,False
1753171261.360403,0.305,0.188,0.937,0.061,0.122,0.0,11.67,-17.39,-20.43,False,False
1753171261.465427,0.307,0.19,0.937,-0.244,0.244,0.183,11.66,-17.38,-20.43,False,False
1753171261.5619636,0.297,0.188,0.938,0.061,-1.16,0.61,11.65,-17.4,-20.43,False,False
