Time,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Angle_X,Angle_Y,Angle_Z,Mouse,Keyboard
1753172969.0436823,0.202,0.1,0.975,0.549,0.732,-0.488,5.95,-11.04,-66.34,False,False
1753172969.1337032,0.203,0.089,0.973,0.122,1.526,-0.916,5.98,-11.1,-66.38,False,False
1753172969.2387269,0.197,0.092,0.977,0.61,-0.122,-0.183,5.94,-11.15,-66.36,False,False
1753172969.343751,0.203,0.096,0.977,0.549,-0.488,0.366,5.98,-11.19,-66.36,False,False
1753172969.433276,0.197,0.096,0.979,0.061,0.366,0.732,5.95,-11.16,-66.32,False,False
1753172969.5382993,0.22,0.111,0.972,1.282,0.0,0.244,5.96,-11.11,-66.32,False,False
1753172969.6433232,0.224,0.12,0.977,0.183,-0.061,0.061,5.95,-11.24,-66.34,False,False
1753172969.733343,0.16,0.09,0.968,1.16,2.258,-2.136,5.95,-10.92,-66.54,False,False
1753172969.838367,0.204,0.103,0.977,4.395,3.906,-2.014,6.29,-10.49,-66.63,False,False
1753172969.9433906,0.182,0.098,0.973,0.305,-0.854,-0.488,6.24,-10.5,-66.7,False,False
1753172970.0334136,0.178,0.085,0.977,-1.038,0.793,0.0,6.25,-10.46,-66.71,False,False
1753172970.1384382,0.185,0.113,0.964,2.319,-0.977,0.549,6.25,-10.38,-66.64,False,False
1753172970.2284577,0.173,0.102,0.975,2.258,-0.305,-0.61,6.51,-10.47,-66.67,False,False
1753172970.3334816,0.18,0.117,0.979,0.122,-0.732,-0.671,6.61,-10.39,-66.73,False,False
1753172970.4385052,0.18,0.116,0.976,1.465,-0.977,-1.099,6.78,-10.42,-66.84,False,False
1753172970.5285256,0.17,0.107,0.981,-2.136,0.061,-0.183,6.73,-10.48,-66.87,False,False
1753172970.633555,0.18,0.105,0.979,0.916,2.258,-0.732,6.6,-10.42,-66.91,False,False
1753172970.7385788,0.188,0.103,0.976,0.793,0.916,0.122,6.54,-10.37,-66.92,False,False
1753172970.8285987,0.179,0.104,0.978,0.793,0.671,-0.366,6.5,-10.33,-66.92,False,False
1753172970.9336228,0.183,0.098,0.979,-0.427,0.244,0.0,6.53,-10.31,-66.93,False,False
1753172971.038647,0.176,0.111,0.979,-1.038,-0.122,0.122,6.5,-10.29,-66.91,False,False
1753172971.128667,0.169,0.116,0.985,-0.732,-1.526,0.0,6.54,-10.32,-66.94,False,False
1753172971.2336907,0.177,0.107,0.981,0.366,-0.427,0.427,6.58,-10.35,-66.95,False,False
1753172971.3237112,0.174,0.104,0.981,0.671,1.038,0.183,6.51,-10.35,-66.9,False,False
1753172971.428735,0.19,0.108,0.976,1.343,-0.244,0.061,6.51,-10.35,-66.92,False,False
1753172971.5337589,0.184,0.103,0.978,0.427,0.366,0.0,6.49,-10.38,-66.91,False,False
1753172971.6237786,0.193,0.108,0.973,-0.061,0.427,-0.122,6.48,-10.34,-66.91,False,False
1753172971.728803,0.184,0.107,0.978,-0.61,-0.549,-0.244,6.49,-10.37,-66.91,False,False
1753172971.833412,0.17,0.1,0.984,-0.488,0.0,-0.183,6.51,-10.36,-66.92,False,False
1753172971.9234316,0.171,0.118,0.981,-0.549,-0.183,0.244,6.51,-10.3,-66.92,False,False
1753172972.0284553,0.181,0.104,0.978,1.343,1.099,-0.366,6.53,-10.33,-66.94,False,False
1753172972.1334789,0.194,0.114,0.976,1.404,-0.305,0.549,6.49,-10.3,-66.95,False,False
1753172972.2234998,0.174,0.097,0.979,1.16,0.366,-0.183,6.48,-10.35,-66.93,False,False
1753172972.3285227,0.191,0.103,0.974,-0.488,-0.183,-0.488,6.47,-10.29,-66.94,False,False
1753172972.4185433,0.18,0.113,0.98,-1.099,0.427,-0.427,6.47,-10.32,-66.94,False,False
1753172972.5235672,0.181,0.109,0.98,-1.16,0.061,-0.122,6.51,-10.31,-66.97,False,False
1753172972.6285913,0.168,0.111,0.984,-0.977,-0.671,0.122,6.48,-10.31,-66.93,False,False
1753172972.7186115,0.171,0.111,0.979,1.282,0.488,-0.366,6.55,-10.26,-66.98,False,False
1753172972.823635,0.176,0.102,0.978,0.671,1.099,0.366,6.51,-10.26,-66.97,False,False
1753172972.928659,0.186,0.104,0.974,2.197,1.343,-0.793,6.5,-10.27,-66.99,False,False
1753172973.0186799,0.195,0.099,0.974,0.793,0.549,0.0,6.48,-10.32,-66.99,False,False
1753172973.1237032,0.189,0.112,0.979,0.0,0.305,-0.244,6.45,-10.31,-66.98,False,False
1753172973.2287269,0.186,0.107,0.979,-0.427,-0.793,0.0,6.51,-10.31,-67.02,False,False
1753172973.318747,0.171,0.11,0.981,-0.671,-0.854,0.549,6.5,-10.32,-66.99,False,False
1753172973.423771,0.169,0.106,0.981,0.305,0.183,0.183,6.52,-10.31,-66.98,False,False
1753172973.5287948,0.173,0.106,0.979,0.854,0.854,0.061,6.49,-10.28,-66.97,False,False
1753172973.6188152,0.182,0.105,0.978,1.953,0.793,-0.671,6.5,-10.32,-67.01,False,False
1753172973.723839,0.2,0.104,0.975,0.61,0.549,0.0,6.5,-10.32,-67.03,False,False
1753172973.8138592,0.183,0.107,0.979,-0.183,-0.61,-0.061,6.47,-10.34,-67.01,False,False
1753172973.9188848,0.185,0.104,0.978,-0.916,0.122,-0.122,6.49,-10.32,-67.01,False,False
1753172974.0239089,0.176,0.112,0.979,-0.977,-0.244,0.0,6.47,-10.32,-66.99,False,False
1753172974.1139293,0.171,0.107,0.981,0.122,0.61,-0.488,6.48,-10.3,-67.01,False,False
1753172974.2189522,0.182,0.107,0.978,0.854,0.061,0.122,6.48,-10.29,-67.01,False,False
1753172974.3239768,0.179,0.11,0.978,2.075,0.854,-0.244,6.45,-10.34,-67.01,False,False
1753172974.413998,0.2,0.104,0.972,1.587,0.671,0.366,6.47,-10.33,-67.02,False,False
1753172974.5190208,0.185,0.104,0.971,1.465,0.0,-0.183,6.42,-10.35,-66.99,False,False
1753172974.6235223,0.167,0.096,0.978,-0.916,-0.549,-0.549,6.44,-10.33,-67.04,False,False
1753172974.713543,0.176,0.101,0.983,-1.831,0.061,0.305,6.43,-10.29,-67.05,False,False
1753172974.8185663,0.188,0.113,0.978,0.122,-1.404,0.061,6.41,-10.33,-67.06,False,False
1753172974.908587,0.174,0.104,0.981,-0.854,-0.366,0.549,6.44,-10.44,-67.08,False,False
1753172975.0136108,0.178,0.11,0.98,0.061,0.366,-0.305,6.42,-10.4,-67.07,False,False
1753172975.118635,0.196,0.107,0.974,0.977,0.366,-0.305,6.43,-10.44,-67.09,False,False
1753172975.209159,0.193,0.104,0.976,1.038,0.0,-0.427,6.41,-10.51,-67.1,False,False
1753172975.313183,0.196,0.095,0.974,-0.671,0.488,0.061,6.41,-10.51,-67.1,False,False
1753172975.4182074,0.185,0.105,0.976,-0.732,-1.16,-0.671,6.37,-10.5,-67.07,False,False
1753172975.508253,0.183,0.099,0.978,-1.77,-0.488,-0.305,6.44,-10.51,-67.12,False,False
1753172975.6132772,0.179,0.106,0.98,-1.221,-1.282,-0.122,6.41,-10.49,-67.11,False,False
1753172975.7183022,0.183,0.109,0.979,1.587,-3.662,0.366,6.49,-10.71,-67.11,False,False
1753172975.8083212,0.19,0.105,0.976,0.671,0.61,-0.183,6.51,-10.79,-67.13,False,False
1753172975.913345,0.193,0.109,0.977,0.732,1.343,-0.122,6.49,-10.79,-67.13,False,False
1753172976.003368,0.213,0.105,0.974,0.0,0.0,1.099,6.47,-10.84,-67.09,False,False
1753172976.1083913,0.19,0.1,0.976,-0.122,-0.61,-0.122,6.39,-10.89,-67.04,False,False
1753172976.213415,0.194,0.104,0.976,-0.854,-1.465,0.0,6.39,-10.84,-67.05,False,False
1753172976.3034356,0.188,0.105,0.978,-0.916,-0.854,-0.305,6.4,-10.86,-67.06,False,False
1753172976.408459,0.172,0.102,0.98,-1.038,-1.038,0.427,6.42,-10.87,-67.05,False,False
1753172976.5134828,0.177,0.104,0.98,-0.671,0.183,0.61,6.42,-10.82,-67.01,False,False
1753172976.603503,0.185,0.109,0.98,1.526,1.16,-0.61,6.41,-10.77,-67.03,False,False
1753172976.7085268,0.2,0.106,0.975,1.282,-0.549,0.549,6.41,-10.84,-67.04,False,False
1753172976.8135526,0.198,0.1,0.976,1.892,0.183,-0.122,6.39,-10.95,-67.02,False,False
1753172976.903573,0.206,0.108,0.974,-0.122,-0.244,0.549,6.39,-10.99,-67.01,False,False
1753172977.0085971,0.198,0.102,0.973,-0.671,-1.404,0.305,6.38,-11.04,-66.98,False,False
1753172977.0989177,0.203,0.099,0.974,-0.549,-0.061,-0.244,6.37,-11.09,-66.96,False,False
1753172977.2039416,0.194,0.109,0.979,-0.977,-0.549,-0.244,6.33,-11.09,-66.93,False,False
1753172977.3084695,0.186,0.106,0.978,0.061,-0.671,-0.916,6.39,-11.06,-66.97,False,False
1753172977.39849,0.187,0.105,0.978,-0.305,0.671,0.0,6.41,-11.03,-66.99,False,False
1753172977.503514,0.192,0.108,0.978,1.648,0.916,-0.671,6.41,-10.99,-67.03,False,False
1753172977.6085374,0.203,0.099,0.972,0.916,0.916,0.183,6.43,-10.95,-67.07,False,False
1753172977.6985579,0.194,0.108,0.976,0.427,-0.244,-0.244,6.39,-10.92,-67.07,False,False
1753172977.8035824,0.191,0.095,0.979,-0.488,-1.099,0.0,6.47,-10.93,-67.12,False,False
1753172977.9086058,0.188,0.108,0.979,-1.77,-1.709,0.305,6.44,-10.9,-67.07,False,False
1753172977.9986262,0.185,0.11,0.979,-1.16,-1.099,-0.305,6.49,-10.92,-67.1,False,False
1753172978.1037235,0.189,0.109,0.978,-0.916,0.183,0.244,6.47,-10.93,-67.07,False,False
1753172978.1937437,0.193,0.104,0.978,0.793,1.099,-0.61,6.44,-10.94,-67.06,False,False
1753172978.2987676,0.202,0.104,0.974,0.183,0.671,0.183,6.44,-10.92,-67.07,False,False
1753172978.4038122,0.191,0.106,0.976,0.061,0.244,-0.244,6.41,-10.92,-67.04,False,False
1753172978.4938319,0.202,0.106,0.975,-0.488,0.427,-0.244,6.43,-10.88,-67.07,False,False
1753172978.5988557,0.187,0.104,0.978,-0.793,-0.183,-0.488,6.42,-10.91,-67.06,False,False
1753172978.7038794,0.184,0.106,0.979,-0.916,0.305,-0.793,6.45,-10.89,-67.08,False,False
1753172978.7939,0.189,0.108,0.977,-0.305,-2.075,0.671,6.45,-10.92,-67.07,False,False
1753172978.8989255,0.186,0.102,0.978,1.16,0.488,-0.244,6.44,-11.03,-67.09,False,False
1753172979.0039494,0.191,0.101,0.975,1.038,2.075,-0.427,6.44,-10.95,-67.14,False,False
1753172979.0939698,0.178,0.11,0.979,0.61,0.732,-0.916,6.46,-10.83,-67.2,False,False
1753172979.1989963,0.187,0.101,0.977,0.244,1.343,-0.427,6.55,-10.74,-67.29,False,False
1753172979.2890167,0.182,0.109,0.979,-0.671,-0.183,0.671,6.48,-10.73,-67.23,False,False
1753172979.3940403,0.183,0.109,0.979,0.061,-0.183,0.122,6.49,-10.78,-67.2,False,False
1753172979.4990642,0.186,0.106,0.976,0.488,0.549,0.427,6.49,-10.78,-67.18,False,False
1753172979.589085,0.183,0.102,0.979,1.282,0.061,0.122,6.47,-10.79,-67.18,False,False
1753172979.6941104,0.203,0.1,0.973,0.916,-0.244,0.549,6.47,-10.8,-67.18,False,False
1753172979.7991343,0.196,0.103,0.975,0.854,-0.183,0.122,6.44,-10.81,-67.16,False,False
1753172979.8891547,0.208,0.104,0.974,-1.343,-1.282,-0.122,6.45,-10.83,-67.2,False,False
1753172979.9941804,0.187,0.107,0.978,-1.953,-1.77,-0.488,6.45,-10.87,-67.18,False,False
1753172980.098204,0.191,0.107,0.977,-1.831,-1.465,-0.427,6.49,-10.88,-67.19,False,False
1753172980.1887283,0.173,0.107,0.981,-1.16,-0.244,-0.122,6.48,-10.88,-67.18,False,False
1753172980.2937531,0.179,0.112,0.98,0.244,-0.244,-0.244,6.51,-10.79,-67.21,False,False
1753172980.3987765,0.185,0.111,0.977,0.427,0.183,0.977,6.5,-10.81,-67.19,False,False
1753172980.4887967,0.193,0.102,0.975,2.502,0.732,-0.366,6.51,-10.87,-67.19,False,False
1753172980.5939374,0.194,0.104,0.975,1.465,0.732,0.549,6.48,-10.88,-67.18,False,False
