Time,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Angle_X,Angle_Y,Angle_Z,Mouse,Keyboard
1753172299.1346486,0.364,-0.095,0.837,-13.55,-58.167,-36.987,13.32,-19.86,-22.79,False,False
1753172299.2396724,0.229,0.242,0.824,18.677,-10.193,-56.458,13.85,-21.17,-30.76,False,False
1753172299.3452027,0.251,0.353,0.938,-13.55,-27.344,-29.114,14.31,-21.8,-38.02,False,False
1753172299.4352233,0.144,0.336,0.904,-45.105,-0.305,-8.484,10.94,-22.29,-43.99,False,False
1753172299.5398593,0.229,0.157,0.75,0.488,35.461,7.751,9.68,-20.01,-49.85,False,False
1753172299.644395,0.371,0.271,0.952,-2.319,24.353,12.878,9.4,-18.28,-53.78,False,False
1753172299.734415,0.303,0.247,1.013,39.795,-15.259,-2.136,12.66,-17.8,-60.77,False,False
1753172299.839439,0.224,0.243,0.938,5.737,43.457,-5.859,12.82,-15.78,-67.38,False,False
1753172299.9294586,0.179,0.172,0.97,1.709,10.315,-4.822,13.05,-13.41,-73.74,False,False
1753172300.034483,0.275,0.254,0.931,0.793,-0.488,-3.052,13.08,-12.85,-80.55,False,False
1753172300.1405118,0.223,0.231,0.947,10.803,-7.69,-0.427,14.04,-13.85,-86.96,False,False
1753172300.2295306,0.211,0.258,0.943,2.38,5.737,-2.38,14.43,-13.37,-93.23,False,False
1753172300.3350596,0.18,0.254,1.02,9.583,5.066,-0.854,15.24,-12.8,-99.08,False,False
1753172300.4400837,0.756,0.278,1.192,21.79,-6.165,-16.174,16.39,-12.49,-105.34,False,False
1753172300.530104,0.447,0.506,0.923,15.991,-77.698,-37.659,19.79,-16.74,-116.1,False,False
1753172300.6351278,0.374,0.388,0.76,72.021,-172.668,-90.027,29.33,-22.75,-132.41,False,False
1753172300.7401521,0.495,0.779,0.65,26.428,-58.472,-148.865,40.11,-24.46,-151.91,False,False
1753172300.8301718,0.013,0.468,0.379,75.5,-100.952,-140.625,53.93,-19.99,-168.99,False,False
1753172300.9346986,-0.224,0.725,0.435,36.926,42.297,-154.907,59.72,-7.23,-175.46,False,False
1753172301.0407217,-0.215,1.005,0.369,17.883,-23.682,-78.918,63.67,2.96,179.91,False,False
1753172301.1307423,-0.494,0.831,0.29,45.288,-28.198,-52.429,66.07,6.36,173.86,False,False
1753172301.2347665,-0.322,0.858,0.353,-44.25,67.749,5.371,64.38,11.41,179.88,False,False
1753172301.3257873,-0.385,0.843,0.384,16.418,15.381,8.972,64.62,12.71,-175.89,False,False
1753172301.4298096,-0.293,0.859,0.38,0.916,-8.606,18.555,65.79,13.53,-171.67,False,False
1753172301.5353377,-0.051,0.977,0.341,4.15,8.545,26.55,65.91,11.84,-169.57,False,False
1753172301.6243575,-0.186,0.88,0.403,-15.747,21.79,24.963,66.12,9.48,-165.95,False,False
1753172301.7293816,-0.187,0.889,0.371,-18.982,22.461,7.202,64.93,8.86,-163.15,False,False
1753172301.834406,-0.178,0.862,0.482,-9.949,4.7,6.226,64.14,9.34,-160.75,False,False
1753172301.9244251,-0.152,0.902,0.426,7.202,2.014,5.493,63.99,8.64,-160.52,False,False
