Time,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Angle_X,Angle_Y,Angle_Z,Mouse,Keyboard
1753172712.3459325,0.104,0.496,0.767,37.72,-5.798,-18.677,27.89,-8.6,-6.73,False,False
1753172712.4499562,0.092,0.495,0.823,20.996,4.944,1.831,30.11,-8.18,-0.67,False,False
1753172712.5559855,0.125,0.501,0.88,12.146,36.56,4.15,30.45,-5.3,6.8,False,False
1753172712.6450043,0.03,0.512,0.842,-4.822,22.339,-8.24,30.15,-5.34,13.02,False,False
1753172712.7500284,-0.008,0.507,0.887,-6.531,16.296,-7.08,29.89,-2.78,19.51,False,False
1753172712.855052,0.032,0.494,0.905,-4.517,49.622,-2.441,29.79,-0.24,26.6,False,False
1753172712.9450724,-0.036,0.492,0.873,-5.066,-5.066,-13.123,29.05,1.25,32.44,False,False
1753172713.050096,-0.073,0.486,0.87,2.93,9.46,-15.991,29.21,1.98,36.89,False,False
1753172713.1551218,-0.064,0.497,0.839,1.099,7.141,-7.507,29.49,2.69,41.08,False,False
1753172713.2451422,-0.177,0.482,0.896,5.31,7.019,-0.061,29.69,4.05,46.48,False,False
1753172713.350166,0.047,0.504,0.829,-0.854,8.667,-2.258,29.71,4.63,50.95,False,False
1753172713.45519,-0.043,0.556,0.764,18.86,-52.673,23.56,30.72,1.12,55.28,False,False
1753172713.5452104,0.117,0.502,0.95,-3.418,20.874,2.991,31.4,0.12,59.95,False,False
1753172713.6502342,0.046,0.508,0.836,-3.235,-64.026,7.08,31.24,-3.86,63.2,False,False
1753172713.7402542,-0.059,0.535,0.857,2.136,48.706,-10.437,31.35,-3.48,67.3,False,False
1753172713.8452783,-0.176,0.517,0.841,-7.812,12.634,8.362,31.53,1.5,74.54,False,False
1753172713.9503036,-0.002,0.507,0.904,-3.235,46.814,-4.272,31.44,3.43,79.59,False,False
1753172714.0403242,0.229,0.569,0.773,-12.756,47.852,12.329,30.67,4.22,84.07,False,False
1753172714.1453488,-0.28,0.555,0.754,19.653,67.383,-5.188,32.19,5.73,89.25,False,False
1753172714.2503746,-0.223,0.48,0.895,-19.653,1.953,-19.043,32.8,12.85,92.98,False,False
1753172714.3403943,-0.212,0.461,0.898,-10.254,11.902,-1.099,30.53,13.19,94.09,False,False
1753172714.4454188,-0.292,0.485,0.844,16.663,-33.386,3.113,30.49,13.6,95.5,False,False
1753172714.5504427,-0.19,0.56,0.807,15.32,18.555,-19.592,32.23,12.49,95.67,False,False
1753172714.6404622,-0.295,0.538,0.728,33.081,-38.879,-7.69,34.29,12.02,96.15,False,False
1753172714.7454894,0.2,0.601,0.764,21.606,29.175,-20.386,36.77,11.54,96.42,False,False
1753172714.8355103,-0.205,0.608,0.822,35.095,-134.521,3.723,38.67,10.16,96.67,False,False
1753172714.9405324,-0.063,0.668,0.718,19.226,1.587,-25.33,40.14,7.59,95.46,False,False
1753172715.045559,-0.192,0.67,0.679,28.198,-31.433,-26.062,42.2,5.77,94.41,False,False
1753172715.1355786,-0.212,0.742,0.635,28.076,-24.902,-27.588,44.77,5.94,93.49,False,False
1753172715.2401073,-0.208,0.721,0.596,19.348,-7.08,-20.996,46.37,6.3,94.59,False,False
1753172715.3451312,-0.142,0.699,0.623,15.137,6.104,-4.211,48.15,7.93,98.17,False,False
1753172715.4351523,-0.087,0.757,0.67,-0.427,-16.846,15.259,48.55,7.04,101.17,False,False
1753172715.5431762,-0.085,0.752,0.647,0.0,-15.442,-1.099,49.02,5.23,103.18,False,False
1753172715.645199,-0.056,0.769,0.588,9.705,-19.409,1.221,49.4,4.02,105.34,False,False
1753172715.7352195,0.009,0.732,0.631,5.981,-15.015,2.014,50.28,2.65,107.53,False,False
1753172715.840243,-0.023,0.756,0.635,-18.738,-11.719,-8.911,49.11,2.1,109.42,False,False
1753172715.9302635,-0.093,0.742,0.652,-3.113,-4.395,-9.094,48.88,2.07,111.62,False,False
1753172716.0352895,0.047,0.744,0.679,-1.709,-17.212,-3.296,48.54,2.13,113.69,False,False
1753172716.1403136,0.021,0.715,0.686,-9.338,-14.648,3.906,48.03,0.69,115.54,False,False
1753172716.2303348,-0.083,0.704,0.678,-22.644,9.644,-4.272,46.32,0.35,118.54,False,False
1753172716.3353593,-0.043,0.696,0.691,-16.785,-0.122,-1.221,44.57,1.14,121.31,False,False
1753172716.4403822,-0.038,0.638,0.72,-22.766,0.244,8.85,42.92,0.71,124.36,False,False
1753172716.5304015,-0.339,0.434,0.819,-72.144,24.292,0.488,38.29,1.51,127.92,False,False
1753172716.6354253,-0.08,0.352,0.785,-84.778,82.092,-3.784,29.99,10.25,133.4,False,False
1753172716.7404509,-0.265,0.18,0.906,-57.312,-79.773,-7.446,22.98,4.1,131.72,False,False
1753172716.8302748,0.088,0.09,1.033,-41.992,-24.536,45.349,18.43,0.89,133.55,False,False
1753172716.935298,0.283,0.166,1.061,-26.917,-8.728,82.275,14.52,-2.17,143.05,False,False
