Time,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Angle_X,Angle_Y,Angle_Z,Mouse,Keyboard
1753173276.0823205,0.118,0.122,0.982,-0.244,0.244,0.488,8.02,-6.2,-76.43,False,False
1753173276.187344,0.09,0.137,0.987,0.061,2.136,-1.16,7.93,-6.12,-76.35,False,False
1753173276.2923708,0.123,0.133,0.982,0.671,1.099,-0.854,7.99,-5.98,-76.48,False,False
1753173276.3823907,0.108,0.139,0.985,0.793,-2.136,0.61,7.97,-6.13,-76.44,False,False
1753173276.4874146,0.11,0.127,0.985,-0.61,0.122,0.916,7.99,-6.24,-76.42,False,False
1753173276.592448,0.091,0.131,0.987,0.977,1.221,-1.099,7.94,-6.14,-76.39,False,False
1753173276.682469,0.116,0.132,0.982,0.061,-0.488,0.366,7.98,-6.02,-76.49,False,False
1753173276.7874923,0.107,0.143,0.985,0.916,-1.953,0.366,7.97,-6.19,-76.46,False,False
1753173276.8775127,0.108,0.127,0.985,-0.183,1.526,0.488,8.01,-6.21,-76.46,False,False
1753173276.9825764,0.103,0.136,0.986,0.916,1.099,-0.977,7.99,-6.09,-76.49,False,False
1753173277.0876002,0.108,0.134,0.984,0.061,-0.61,0.244,8.02,-6.05,-76.54,False,False
1753173277.1776214,0.112,0.136,0.984,0.122,-1.343,0.549,7.99,-6.14,-76.5,False,False
1753173277.2830164,0.108,0.135,0.985,0.244,0.366,-0.122,7.99,-6.17,-76.51,False,False
1753173277.3880403,0.112,0.129,0.983,0.732,0.244,-0.122,8.0,-6.14,-76.51,False,False
1753173277.4770594,0.1,0.134,0.984,1.221,1.221,-0.793,8.0,-6.09,-76.56,False,False
1753173277.5820854,0.107,0.136,0.983,0.0,-0.488,0.183,8.04,-6.11,-76.59,False,False
1753173277.6871095,0.114,0.125,0.982,0.244,-0.061,0.732,8.05,-6.21,-76.56,False,False
1753173277.7776344,0.116,0.144,0.984,0.671,-1.648,-0.427,8.03,-6.33,-76.51,False,False
1753173277.8826587,0.117,0.135,0.983,-0.549,1.221,0.305,8.09,-6.34,-76.53,False,False
1753173277.9727788,0.118,0.128,0.981,1.709,0.0,-0.366,8.05,-6.31,-76.55,False,False
1753173278.0778348,0.118,0.142,0.985,-0.122,0.183,-0.244,8.05,-6.31,-76.55,False,False
