Time,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Angle_X,Angle_Y,Angle_Z,Mouse,Keyboard
1753172843.9872766,0.178,0.416,0.841,28.32,-9.888,-43.762,15.46,-14.58,-40.23,False,False
1753172844.077296,0.118,0.416,0.984,13.489,-4.639,-62.5,19.37,-13.9,-53.04,False,False
1753172844.1823232,0.289,0.583,0.892,38.879,-8.179,-60.303,22.98,-12.2,-65.35,False,False
1753172844.2723439,0.446,0.776,0.804,82.092,-128.601,-36.316,31.81,-15.92,-78.83,False,False
1753172844.3773673,0.476,0.537,0.581,62.317,-63.965,-15.137,42.48,-22.63,-92.08,False,False
1753172844.482393,0.429,0.338,0.356,94.177,-80.75,32.104,51.27,-27.23,-99.77,False,False
1753172844.571413,0.575,0.147,0.292,21.79,-20.386,61.157,58.99,-33.96,-107.15,False,False
1753172844.676941,0.643,0.491,0.388,34.119,-36.682,55.115,55.37,-38.9,-107.16,False,False
1753172844.7819648,0.817,0.714,0.161,62.134,-31.311,30.823,59.59,-42.4,-110.31,False,False
1753172844.8719852,0.965,0.586,0.302,-53.894,14.16,31.067,61.08,-46.96,-113.55,False,False
1753172844.977009,0.917,0.604,0.321,-20.691,1.953,34.546,55.76,-49.87,-113.09,False,False
1753172845.0820327,0.881,0.489,0.317,-28.137,-14.099,18.311,53.73,-53.05,-115.73,False,False
1753172845.1720533,0.9,0.439,0.397,-38.696,-14.771,0.061,51.17,-54.23,-119.4,False,False
1753172845.2770786,0.909,0.477,0.437,-33.508,-36.438,6.165,49.82,-55.89,-124.6,False,False
1753172845.3670974,0.877,0.414,0.306,-32.227,-17.761,-2.38,49.98,-57.73,-129.91,False,False
1753172845.4721243,0.885,0.346,0.348,-28.015,-18.616,-11.902,48.5,-57.28,-133.01,False,False
1753172845.5771475,0.711,0.312,0.386,-43.823,-0.061,-20.386,48.11,-56.95,-137.47,False,False
1753172845.6671686,0.771,0.388,0.381,-39.734,-20.63,-10.315,47.6,-56.64,-142.13,False,False
1753172845.7721918,0.925,0.381,0.379,-29.541,-8.484,42.358,44.74,-59.19,-142.51,False,False
1753172845.877216,0.994,0.304,0.346,-7.812,-1.709,46.387,37.73,-62.45,-136.27,False,False
1753172845.9672358,0.97,0.216,0.402,-9.338,6.47,43.762,29.03,-64.22,-127.14,False,False
1753172846.07226,0.923,0.207,0.41,-23.01,4.639,25.94,20.54,-64.81,-118.71,False,False
