Time,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Angle_X,Angle_Y,Angle_Z,Mouse,Keyboard
1753172654.6098866,0.247,0.176,0.996,1.648,0.732,-0.488,11.39,-13.3,-1.09,False,False
1753172654.6999063,0.358,0.242,1.061,17.273,-3.052,-2.136,11.95,-13.28,-1.32,False,False
1753172654.8049302,0.433,0.264,0.976,2.747,5.066,-11.169,13.04,-12.74,-1.9,False,False
1753172654.908961,0.45,0.263,0.857,34.363,-65.43,-38.208,15.27,-15.61,-6.72,False,False
1753172654.9999816,0.473,0.287,0.791,14.954,-138.733,-66.223,20.25,-24.93,-19.81,False,False
1753172655.1040049,0.354,0.372,0.639,27.344,-87.158,-62.378,27.86,-32.44,-36.49,False,False
1753172655.2090282,0.474,0.459,0.643,22.095,-28.32,-39.734,34.38,-33.56,-48.69,False,False
1753172655.299049,0.597,0.496,0.594,10.315,-29.114,2.197,36.69,-34.07,-54.64,False,False
1753172655.4070742,0.621,0.477,0.653,6.531,10.925,3.296,38.24,-35.81,-60.26,False,False
1753172655.494093,0.499,0.479,0.688,-8.667,8.179,1.343,36.69,-33.92,-62.23,False,False
1753172655.599117,0.562,0.481,0.676,3.357,40.283,-8.789,35.67,-31.65,-65.36,False,False
1753172655.7051406,0.454,0.464,0.75,-1.709,4.944,5.859,35.22,-30.53,-68.04,False,False
1753172655.7951608,0.789,0.482,0.797,-8.057,27.405,1.953,34.18,-29.61,-70.85,False,False
1753172655.8991854,0.323,0.56,0.614,24.78,-33.02,26.367,34.2,-30.73,-73.21,False,False
1753172656.0042086,0.433,0.454,0.654,35.156,37.231,5.676,34.01,-24.97,-71.38,False,False
1753172656.0952294,0.379,0.428,0.867,-10.62,34.546,1.77,32.92,-24.55,-74.76,False,False
1753172656.1998484,0.405,0.503,0.758,-22.095,-48.645,10.62,30.96,-25.5,-79.57,False,False
1753172656.3048723,0.591,0.383,0.8,4.883,39.307,6.836,30.17,-25.11,-81.74,False,False
1753172656.3948934,0.364,0.408,0.823,-23.743,0.732,2.38,28.83,-24.91,-84.55,False,False
1753172656.4999163,0.407,0.427,0.806,12.268,43.884,-25.513,28.34,-22.63,-86.68,False,False
1753172656.589938,0.229,0.48,0.84,-8.118,5.188,17.822,28.17,-20.6,-90.08,False,False
1753172656.6945276,0.384,0.426,0.861,-14.16,60.547,-20.691,26.76,-16.52,-91.41,False,False
1753172656.799552,0.101,0.396,0.943,-2.197,45.959,-12.024,25.62,-13.68,-94.18,False,False
1753172656.9045753,0.276,0.438,0.84,-15.198,0.366,-8.301,24.36,-10.16,-97.55,False,False
1753172656.9950702,0.212,0.426,0.83,12.451,-3.601,7.446,24.7,-11.38,-101.13,False,False
1753172657.1000957,0.222,0.356,0.86,-15.442,7.812,-11.536,24.6,-11.01,-104.68,False,False
1753172657.1891131,0.065,0.256,0.956,-23.499,46.936,-32.41,22.48,-7.7,-108.75,False,False
1753172657.2951384,-0.125,0.257,0.908,-35.767,48.645,-44.189,19.07,-2.25,-114.75,False,False
1753172657.399161,-0.367,0.267,0.917,-18.738,44.067,-21.606,16.89,4.73,-119.62,False,False
1753172657.4891818,-0.155,0.224,1.0,-12.207,11.169,5.188,15.52,10.09,-124.05,False,False
1753172657.5942056,-0.166,0.183,0.992,-27.344,10.681,-0.122,13.64,9.64,-128.07,False,False
1753172657.6842258,-0.168,0.241,0.934,-11.353,17.639,-3.113,11.54,11.0,-132.96,False,False
1753172657.78925,-0.211,0.175,0.925,7.874,9.094,6.348,11.6,11.57,-138.99,False,False
1753172657.8942733,-0.312,0.171,0.954,-1.953,8.85,-7.935,11.73,11.57,-144.5,False,False
1753172657.994807,-0.253,0.173,0.984,-9.399,1.709,-5.432,11.18,12.94,-149.45,False,False
1753172658.0898294,-0.213,0.17,0.92,8.484,7.874,-1.648,10.81,13.28,-154.25,False,False
1753172658.1958528,-0.273,0.213,0.842,14.465,6.226,-4.7,11.71,14.14,-159.01,False,False
1753172658.2848725,-0.32,0.129,1.028,-10.071,-0.793,-1.404,12.11,14.02,-163.77,False,False
1753172658.3898969,-0.321,0.13,0.999,-31.738,-4.578,31.738,9.94,13.09,-166.39,False,False
1753172658.494923,-0.28,0.182,0.918,17.7,19.653,-12.39,10.56,15.84,-168.1,False,False
1753172658.5849402,-0.272,0.174,0.883,21.484,-7.69,-8.606,11.54,15.33,-173.49,False,False
1753172658.689965,-0.296,0.227,0.958,1.099,-1.404,-3.174,12.17,15.12,-178.18,False,False
1753172658.7799833,-0.272,0.204,0.935,1.587,5.676,-3.479,12.4,15.23,177.71,False,False
1753172658.8850062,-0.265,0.199,0.864,3.235,-0.488,-6.348,12.65,15.34,173.88,False,False
1753172658.9900296,-0.287,0.18,0.866,-1.343,-0.061,-8.789,12.44,15.99,170.22,False,False
1753172659.0800512,-0.388,0.147,0.984,-26.794,-2.808,-5.615,10.49,17.01,166.93,False,False
1753172659.185074,-0.189,0.047,0.961,-4.333,-35.034,7.996,8.8,14.41,164.13,False,False
1753172659.2900977,-0.333,0.146,0.935,10.803,-1.831,12.085,9.97,14.12,161.92,False,False
1753172659.3801181,-0.253,0.147,0.913,6.409,29.175,14.099,11.56,15.92,162.19,False,False
1753172659.4845219,-0.274,0.187,0.941,-0.732,-1.709,-1.526,11.03,15.47,159.2,False,False
1753172659.589546,-0.287,0.284,0.921,0.0,12.878,-5.188,10.71,16.0,155.88,False,False
1753172659.6795666,-0.26,0.163,0.941,3.723,-5.737,0.305,10.73,15.55,152.48,False,False
1753172659.7845893,-0.203,0.175,0.979,-5.493,-4.944,5.127,10.43,14.14,149.71,False,False
1753172659.8746107,-0.18,0.168,0.949,0.916,-14.221,5.615,10.28,12.11,147.22,False,False
1753172659.9806347,-0.194,0.172,0.968,5.798,-0.305,-0.122,10.77,11.67,145.55,False,False
1753172660.0846572,-0.202,-0.043,0.939,2.075,-4.028,-1.587,10.98,11.49,143.85,False,False
1753172660.1746795,-0.326,0.179,0.928,-19.592,32.349,-15.991,11.39,13.18,143.28,False,False
1753172660.2797017,-0.131,0.205,0.923,2.258,23.804,27.222,11.77,14.68,142.23,False,False
1753172660.384725,-0.24,0.188,0.935,2.563,15.686,2.38,12.36,13.93,141.39,False,False
1753172660.4748173,-0.25,0.234,0.977,-10.803,18.86,-3.906,11.54,16.28,139.6,False,False
1753172660.5798402,-0.411,0.177,0.86,12.024,-6.592,-1.465,11.5,18.15,138.01,False,False
1753172660.684865,-0.41,0.151,0.89,3.479,-6.897,-17.883,11.7,20.49,135.84,False,False
1753172660.7748845,-0.404,0.165,0.94,9.338,-3.357,-8.057,11.65,21.09,132.91,False,False
1753172660.8792267,-0.187,0.236,0.929,5.859,-2.747,4.395,12.21,21.31,131.06,False,False
1753172660.9692466,-0.491,0.146,0.878,-0.793,-7.751,2.075,13.12,20.02,130.11,False,False
1753172661.0742702,-0.41,0.223,0.86,1.465,5.127,-9.033,12.75,21.41,128.51,False,False
1753172661.1802948,-0.338,0.243,0.902,15.442,-26.184,16.968,13.49,22.14,127.68,False,False
1753172661.2693148,-0.354,0.238,0.91,-2.258,-2.441,-4.272,14.5,20.3,126.72,False,False
1753172661.375339,-0.316,0.223,0.853,-6.409,7.812,-2.869,13.96,20.35,126.0,False,False
1753172661.4793625,-0.258,0.252,0.903,3.601,-10.742,-3.54,13.73,21.35,124.99,False,False
1753172661.569383,-0.315,0.258,0.933,11.047,0.427,-10.01,13.84,19.97,123.46,False,False
