Time,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Angle_X,Angle_Y,Angle_Z,Mouse,Keyboard
1753173153.1410499,0.14,0.083,0.987,0.122,1.465,-0.549,4.94,-7.89,-69.44,False,False
1753173153.2305756,0.139,0.082,0.986,0.732,-1.282,-0.854,4.97,-7.84,-69.53,False,False
1753173153.3355992,0.134,0.081,0.987,-0.244,-0.549,0.244,4.99,-7.88,-69.56,False,False
1753173153.4406228,0.147,0.079,0.986,-0.061,0.183,0.366,4.98,-7.95,-69.51,False,False
1753173153.530643,0.134,0.081,0.987,0.0,1.038,0.122,4.94,-7.93,-69.45,False,False
1753173153.6356678,0.133,0.081,0.987,0.671,-1.221,-0.732,4.97,-7.88,-69.51,False,False
1753173153.7256875,0.131,0.08,0.988,-0.427,0.0,0.61,4.99,-7.95,-69.53,False,False
1753173153.8307114,0.149,0.083,0.986,0.0,0.61,0.488,4.96,-7.99,-69.47,False,False
1753173153.9357347,0.131,0.075,0.987,0.122,0.122,0.061,4.93,-7.99,-69.43,False,False
1753173154.025756,0.138,0.087,0.988,0.549,0.244,-0.916,4.93,-7.88,-69.49,False,False
1753173154.1307795,0.143,0.083,0.987,0.122,0.488,0.061,4.97,-7.93,-69.54,False,False
1753173154.2358027,0.15,0.07,0.986,0.183,-0.61,0.854,4.94,-7.98,-69.49,False,False
1753173154.3258233,0.131,0.079,0.987,-0.183,-0.061,-0.061,4.87,-7.92,-69.4,False,False
1753173154.4308472,0.145,0.086,0.987,0.305,0.0,-1.16,4.91,-7.9,-69.49,False,False
1753173154.5358717,0.138,0.078,0.988,0.244,0.0,-0.061,4.96,-7.95,-69.55,False,False
1753173154.6258914,0.148,0.08,0.985,0.0,-1.282,1.404,4.93,-7.97,-69.49,False,False
1753173154.730915,0.13,0.074,0.988,0.183,0.488,-0.061,4.91,-7.98,-69.42,False,False
1753173154.8210034,0.15,0.092,0.987,0.427,0.977,-0.977,4.92,-7.89,-69.49,False,False
1753173154.9260275,0.132,0.079,0.988,0.61,-0.244,0.061,4.96,-7.95,-69.55,False,False
