Time,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Angle_X,Angle_Y,Angle_Z,Mouse,Keyboard
1753171031.4227068,0.289,0.2,0.939,0.0,0.427,-0.244,12.6,-16.84,-100.54,False,False
1753171031.51773,0.301,0.211,0.935,0.061,0.061,0.0,12.6,-16.8,-100.59,False,False
1753171031.628785,0.296,0.204,0.937,0.061,0.244,0.0,12.61,-16.85,-100.65,False,False
1753171031.7298071,0.294,0.207,0.937,0.244,-0.183,-0.061,12.61,-16.83,-100.7,False,False
1753171031.815542,0.292,0.205,0.937,0.0,0.0,0.0,12.61,-16.82,-100.75,False,False
1753171031.9180799,0.294,0.206,0.937,0.0,0.366,-0.244,12.6,-16.81,-100.81,False,False
1753171032.0081031,0.293,0.208,0.936,0.122,0.61,-0.061,12.59,-16.8,-100.85,False,False
1753171032.112122,0.293,0.207,0.935,0.183,0.427,-0.122,12.6,-16.79,-100.9,False,False
1753171032.2171469,0.288,0.203,0.937,0.183,-0.366,0.122,12.6,-16.81,-100.95,False,False
1753171032.3076124,0.289,0.208,0.937,0.122,0.0,-0.061,12.6,-16.79,-100.98,False,False
1753171032.4126365,0.291,0.208,0.936,0.061,-0.183,0.0,12.61,-16.8,-101.02,False,False
1753171032.5166597,0.28,0.199,0.939,0.061,0.305,0.0,12.6,-16.78,-101.05,False,False
1753171032.6076808,0.298,0.216,0.934,0.122,0.183,0.0,12.58,-16.77,-101.07,False,False
1753171032.7127047,0.28,0.196,0.938,0.244,-0.488,0.0,12.59,-16.8,-101.11,False,False
1753171032.8173783,0.292,0.207,0.936,0.0,-1.16,0.549,12.57,-16.76,-101.13,False,False
1753171032.9074,0.288,0.205,0.938,-0.305,0.488,0.122,12.57,-16.81,-101.16,False,False
1753171033.0124223,0.286,0.205,0.937,0.122,-0.61,0.0,12.56,-16.81,-101.19,False,False
1753171033.1024425,0.289,0.207,0.937,0.0,0.427,0.0,12.55,-16.81,-101.2,False,False
1753171033.207466,0.287,0.202,0.937,0.061,0.305,-0.183,12.55,-16.83,-101.22,False,False
1753171033.3124907,0.292,0.204,0.94,0.0,-0.061,-0.122,12.54,-16.83,-101.24,False,False
1753171033.4025111,0.293,0.205,0.937,0.061,-0.305,-0.061,12.54,-16.84,-101.27,False,False
