Time,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Angle_X,Angle_Y,Angle_Z,Mouse,Keyboard
1753171060.8978295,0.285,0.149,0.945,-2.686,0.0,-1.099,9.74,-17.89,159.57,False,False
1753171060.98785,0.271,0.113,0.952,-1.526,3.052,0.183,9.6,-17.62,157.57,False,False
1753171061.0918758,0.287,0.149,0.953,-5.066,2.563,0.305,9.22,-17.19,155.71,False,False
1753171061.1969934,0.278,0.137,0.952,-0.122,0.793,-1.038,9.05,-17.09,153.72,False,False
1753171061.2870152,0.273,0.133,0.956,-1.77,2.747,1.221,8.92,-16.85,151.95,False,False
1753171061.3920395,0.283,0.118,0.953,0.122,0.122,0.183,8.75,-16.71,150.23,False,False
1753171061.4820595,0.287,0.124,0.949,1.038,-0.793,-1.465,8.74,-16.74,148.55,False,False
1753171061.5870833,0.282,0.165,0.944,5.066,-6.409,-2.014,9.0,-16.98,146.72,False,False
1753171061.6921077,0.33,0.162,0.937,4.272,-4.578,-0.122,9.63,-17.37,145.02,False,False
1753171061.7821324,0.305,0.158,0.941,2.93,-5.066,-0.183,10.14,-17.96,143.61,False,False
1753171061.8871562,0.297,0.169,0.942,0.732,-0.549,-0.305,10.31,-18.08,142.42,False,False
1753171061.9921799,0.303,0.163,0.941,0.0,0.427,0.0,10.32,-18.03,141.48,False,False
1753171062.0822022,0.308,0.156,0.942,-1.16,2.136,0.061,10.21,-18.0,140.7,False,False
1753171062.187226,0.311,0.152,0.941,-0.916,-0.488,0.916,10.06,-17.95,139.95,False,False
1753171062.29225,0.303,0.155,0.942,-0.61,-1.16,0.671,9.93,-17.98,139.16,False,False
