Time,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Angle_X,Angle_Y,Angle_Z,Mouse,Keyboard
1753172477.577173,0.215,0.133,0.966,0.183,-0.671,0.0,8.78,-11.57,-56.85,False,False
1753172477.6671934,0.208,0.148,0.97,0.366,-5.493,1.099,8.75,-11.87,-56.81,False,False
1753172477.772217,0.214,0.14,0.968,0.0,-0.183,0.183,8.79,-11.93,-56.83,False,False
1753172477.8772428,0.208,0.152,0.968,-0.427,0.732,-0.061,8.77,-11.87,-56.83,False,False
1753172477.9672635,0.206,0.149,0.968,0.0,0.61,0.0,8.79,-11.85,-56.86,False,False
1753172478.0727932,0.207,0.144,0.968,0.0,0.061,0.0,8.79,-11.84,-56.87,False,False
1753172478.161812,0.204,0.15,0.97,0.793,-0.488,-0.305,8.77,-11.8,-56.85,False,False
1753172478.2668357,0.211,0.134,0.967,0.244,-0.305,0.0,8.79,-11.79,-56.87,False,False
1753172478.3718603,0.206,0.148,0.97,-0.061,1.404,-0.305,8.76,-11.8,-56.83,False,False
1753172478.4618802,0.209,0.141,0.969,-0.122,-0.061,0.061,8.79,-11.81,-56.87,False,False
1753172478.5669036,0.205,0.152,0.969,-0.488,0.732,0.122,8.77,-11.79,-56.87,False,False
1753172478.6719277,0.203,0.153,0.968,0.488,0.0,-0.244,8.79,-11.77,-56.89,False,False
1753172478.7619483,0.198,0.139,0.969,0.061,0.366,0.0,8.79,-11.77,-56.89,False,False
1753172478.8669736,0.201,0.146,0.971,0.916,0.244,-0.549,8.77,-11.66,-56.88,False,False
1753172478.9719977,0.219,0.143,0.967,0.244,-0.244,0.244,8.81,-11.66,-56.9,False,False
1753172479.0620182,0.193,0.148,0.969,-0.732,0.366,1.038,8.78,-11.7,-56.85,False,False
1753172479.1670413,0.218,0.155,0.967,0.122,0.854,-0.183,8.78,-11.61,-56.83,False,False
1753172479.2570617,0.201,0.13,0.968,2.136,-3.235,-2.075,8.96,-11.91,-56.98,False,False
1753172479.3620853,0.193,0.144,0.968,-0.305,1.221,-2.136,8.76,-12.1,-57.17,False,False
