Time,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Angle_X,Angle_Y,Angle_Z,Mouse,Keyboard
1753171062.9827685,0.303,0.147,0.943,-0.122,0.244,-0.061,9.43,-17.87,134.48,True,False
1753171063.0877924,0.309,0.149,0.943,-0.183,0.671,-0.366,9.4,-17.86,133.98,True,False
1753171063.1778116,0.308,0.148,0.943,0.061,0.366,-0.366,9.37,-17.86,133.46,True,False
1753171063.2826226,0.306,0.147,0.943,0.0,-0.305,0.122,9.34,-17.88,132.97,True,False
1753171063.3876472,0.305,0.148,0.944,0.0,-0.366,0.122,9.32,-17.9,132.43,True,False
1753171063.4776676,0.305,0.146,0.944,0.0,0.0,0.0,9.29,-17.91,132.02,True,False
1753171063.5826917,0.313,0.148,0.941,0.183,0.0,-0.366,9.29,-17.92,131.65,True,False
1753171063.6877153,0.302,0.145,0.945,0.183,0.183,-0.061,9.29,-17.92,131.29,True,False
1753171063.7777355,0.306,0.15,0.942,0.183,0.061,-0.183,9.28,-17.87,130.94,True,False
1753171063.8827798,0.304,0.147,0.943,0.122,-0.061,0.0,9.28,-17.86,130.51,True,False
1753171063.9728003,0.308,0.148,0.943,0.0,0.061,-0.122,9.28,-17.87,130.18,True,False
