Time,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Angle_X,Angle_Y,Angle_Z,Mouse,Keyboard
1753170487.7399077,0.258,0.152,0.956,0.244,-0.244,0.061,9.34,-14.66,-57.86,True,False
1753170487.8299015,0.259,0.155,0.957,0.122,0.061,0.0,9.34,-14.66,-57.85,True,False
1753170487.9349253,0.26,0.15,0.957,0.122,0.061,0.0,9.35,-14.68,-57.85,True,False
1753170488.0249457,0.26,0.153,0.956,0.0,0.549,-0.061,9.34,-14.66,-57.86,True,False
1753170488.1299706,0.258,0.159,0.957,0.427,0.549,0.0,9.35,-14.66,-57.86,True,False
1753170488.2349932,0.233,0.163,0.958,1.343,1.038,0.366,9.44,-14.58,-57.82,True,False
1753170488.3250139,0.25,0.169,0.955,0.916,0.0,-0.488,9.62,-14.41,-57.77,True,False
1753170488.4299808,0.255,0.156,0.958,-0.244,0.0,-0.549,9.68,-14.44,-57.79,True,False
1753170488.5350044,0.256,0.158,0.956,-0.488,-0.244,-0.183,9.59,-14.47,-57.83,True,False
1753170488.6250527,0.256,0.161,0.956,0.0,-0.854,0.0,9.55,-14.52,-57.85,True,False
1753170488.7300763,0.258,0.155,0.958,0.122,-0.366,0.0,9.55,-14.52,-57.85,True,False
1753170488.8351,0.262,0.164,0.956,0.0,0.244,-0.183,9.54,-14.52,-57.85,True,False
1753170488.9251204,0.238,0.155,0.96,0.183,-0.061,-0.122,9.53,-14.53,-57.86,True,False
1753170489.0301445,0.252,0.158,0.957,0.183,-0.977,0.0,9.53,-14.53,-57.87,True,False
1753170489.120176,0.253,0.158,0.957,0.0,0.366,0.0,9.52,-14.56,-57.85,True,False
1753170489.2251992,0.254,0.158,0.957,0.061,-0.061,-0.061,9.52,-14.56,-57.85,True,False
1753170489.3302224,0.256,0.16,0.956,-0.183,0.854,-0.122,9.51,-14.56,-57.85,True,False
1753170489.420243,0.252,0.156,0.957,0.0,0.0,-0.061,9.5,-14.55,-57.85,True,False
1753170489.5252664,0.248,0.156,0.958,0.0,-0.244,0.0,9.49,-14.53,-57.86,True,False
1753170489.6295986,0.253,0.16,0.956,0.0,0.183,0.0,9.49,-14.55,-57.86,True,False
1753170489.7196193,0.25,0.156,0.957,0.122,0.122,0.0,9.48,-14.57,-57.86,True,False
1753170489.8246431,0.25,0.159,0.958,0.061,0.0,0.0,9.48,-14.56,-57.86,True,False
1753170489.9296668,0.247,0.158,0.958,0.0,-0.183,0.0,9.47,-14.57,-57.86,True,False
1753170490.0201342,0.257,0.159,0.957,0.122,-0.305,0.0,9.46,-14.57,-57.86,True,False
1753170490.1251578,0.238,0.166,0.969,0.0,0.732,0.305,9.45,-14.56,-57.84,True,False
1753170490.2151778,0.278,0.145,0.993,-2.502,1.953,0.061,9.35,-14.4,-57.75,True,False
1753170490.3202024,0.338,0.101,1.055,-8.728,15.869,-1.709,8.74,-13.88,-57.47,True,False
1753170490.425226,0.438,0.05,0.921,-11.902,3.296,0.305,7.71,-13.51,-57.21,True,False
1753170490.5152469,0.461,-0.251,0.901,-2.686,-22.583,-25.33,6.31,-14.28,-58.52,True,False
1753170490.6202707,0.143,-0.22,0.755,-51.086,6.409,-82.092,5.34,-14.51,-68.81,True,False
1753170490.724443,-0.019,0.089,0.871,-9.338,-13.733,-70.068,3.58,-15.21,-79.42,True,False
