Time,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Angle_X,Angle_Y,Angle_Z,Mouse,Keyboard
1753170484.9502392,0.253,0.154,0.958,-0.122,0.793,-0.183,9.34,-14.62,-57.84,True,False
1753170485.0402596,0.257,0.153,0.958,0.0,0.305,-0.061,9.33,-14.61,-57.84,True,False
1753170485.1445808,0.262,0.159,0.956,0.122,0.061,0.0,9.33,-14.63,-57.84,True,False
1753170485.249929,0.255,0.152,0.957,0.122,0.793,-0.122,9.34,-14.67,-57.84,True,False
1753170485.3399496,0.253,0.154,0.958,0.122,0.305,-0.183,9.33,-14.66,-57.84,True,False
1753170485.4453773,0.254,0.153,0.958,0.061,0.183,-0.061,9.34,-14.65,-57.85,True,False
1753170485.5353982,0.257,0.154,0.957,0.061,0.244,-0.061,9.34,-14.64,-57.86,True,False
1753170485.6404214,0.252,0.152,0.958,0.061,0.0,-0.061,9.34,-14.64,-57.86,True,False
1753170485.750447,0.26,0.159,0.956,0.0,0.183,0.0,9.33,-14.62,-57.85,True,False
1753170485.835466,0.252,0.152,0.958,0.183,-0.183,0.0,9.35,-14.66,-57.86,True,False
