Time,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Angle_X,Angle_Y,Angle_Z,Mouse,Keyboard
1753171026.4422593,0.285,0.217,0.934,-0.244,-4.456,0.916,13.38,-16.05,-80.89,True,False
1753171026.5322785,0.281,0.219,0.934,-0.732,-2.563,1.099,13.35,-16.22,-82.11,True,False
1753171026.6383045,0.284,0.213,0.934,-0.366,-2.136,0.122,13.31,-16.36,-83.21,True,False
1753171026.7421193,0.288,0.214,0.934,-1.16,-1.648,0.427,13.14,-16.64,-84.3,True,False
1753171026.8321397,0.292,0.207,0.937,-0.977,-0.549,-0.183,13.06,-16.75,-85.29,True,False
1753171026.9371626,0.291,0.208,0.937,-1.343,-1.16,-0.549,12.91,-16.85,-86.26,True,False
1753171027.042187,0.292,0.209,0.938,0.0,0.427,-0.732,12.89,-16.86,-87.19,True,False
1753171027.133209,0.29,0.21,0.936,-0.305,-0.549,-0.061,12.89,-16.83,-88.06,True,False
1753171027.2372334,0.298,0.209,0.935,0.183,0.427,-0.366,12.88,-16.84,-88.85,True,False
1753171027.3277593,0.295,0.211,0.935,0.488,0.366,-0.366,12.88,-16.84,-89.59,True,False
1753171027.4327838,0.289,0.204,0.938,0.0,0.183,0.0,12.89,-16.81,-90.31,True,False
1753171027.5372677,0.3,0.212,0.933,0.0,0.427,-0.122,12.86,-16.81,-90.95,True,False
1753171027.6272895,0.279,0.204,0.938,-0.122,-0.366,0.0,12.85,-16.86,-91.57,True,False
1753171027.7333128,0.298,0.21,0.934,0.061,0.183,-0.061,12.84,-16.81,-92.15,True,False
1753171027.838337,0.296,0.204,0.936,0.366,0.488,-0.427,12.84,-16.84,-92.71,True,False
1753171027.9273589,0.303,0.209,0.935,0.0,0.305,0.0,12.83,-16.84,-93.22,True,False
1753171028.0323808,0.294,0.207,0.936,0.0,-0.427,0.183,12.84,-16.86,-93.72,True,False
1753171028.1374056,0.295,0.209,0.935,-0.122,-0.488,0.061,12.82,-16.86,-94.19,True,False
1753171028.2274246,0.294,0.209,0.936,0.0,-0.244,0.122,12.82,-16.89,-94.62,True,False
1753171028.3324487,0.29,0.208,0.936,0.244,-0.305,0.122,12.81,-16.88,-95.03,True,False
1753171028.422469,0.298,0.21,0.934,0.0,-0.549,0.0,12.8,-16.87,-95.42,True,False
1753171028.5280876,0.288,0.208,0.936,0.0,0.244,0.305,12.79,-16.87,-95.76,True,False
1753171028.6321106,0.287,0.207,0.936,0.122,0.244,0.0,12.78,-16.81,-96.09,True,False
1753171028.7221313,0.29,0.208,0.936,0.122,0.854,0.0,12.77,-16.78,-96.39,True,False
1753171028.8276534,0.293,0.207,0.936,0.061,0.122,0.0,12.76,-16.79,-96.69,True,False
1753171028.932677,0.296,0.204,0.938,0.0,0.244,-0.061,12.74,-16.8,-96.97,True,False
1753171029.022697,0.298,0.209,0.933,0.0,-0.732,0.366,12.73,-16.81,-97.24,True,False
1753171029.126721,0.292,0.208,0.936,-0.061,-0.122,0.244,12.73,-16.85,-97.49,True,False
1753171029.2317452,0.298,0.21,0.935,0.244,-0.366,-0.061,12.72,-16.84,-97.74,True,False
1753171029.3217647,0.279,0.2,0.938,0.061,-0.854,0.427,12.72,-16.84,-97.97,True,False
1753171029.4267886,0.296,0.21,0.935,0.0,-0.122,0.244,12.71,-16.79,-98.17,True,False
1753171029.5178096,0.293,0.207,0.937,0.061,0.61,-0.122,12.71,-16.83,-98.37,True,False
1753171029.6218326,0.295,0.21,0.935,0.183,0.305,-0.122,12.71,-16.81,-98.56,True,False
1753171029.7268567,0.288,0.204,0.937,0.122,0.0,-0.183,12.71,-16.84,-98.75,True,False
1753171029.8181245,0.292,0.208,0.938,0.244,0.122,-0.244,12.7,-16.81,-98.9,True,False
1753171029.9223692,0.294,0.205,0.936,0.061,0.183,-0.183,12.71,-16.81,-99.07,True,False
1753171030.027392,0.291,0.208,0.936,0.0,0.061,0.0,12.69,-16.81,-99.22,True,False
1753171030.117413,0.29,0.205,0.938,0.061,-0.183,0.0,12.69,-16.81,-99.36,True,False
1753171030.2224362,0.297,0.208,0.932,0.061,0.793,0.0,12.68,-16.81,-99.49,True,False
1753171030.3274596,0.295,0.2,0.938,0.0,0.0,0.0,12.68,-16.84,-99.61,True,False
1753171030.4174805,0.31,0.208,0.934,0.0,1.648,-0.549,12.66,-16.82,-99.71,True,False
1753171030.5225034,0.282,0.201,0.938,0.244,0.977,0.427,12.66,-16.81,-99.81,True,False
1753171030.6265283,0.288,0.208,0.937,-0.061,0.488,-0.366,12.63,-16.74,-99.88,True,False
1753171030.7165482,0.29,0.204,0.936,0.061,0.488,-0.549,12.63,-16.78,-99.99,True,False
1753171030.822573,0.287,0.203,0.941,0.183,-0.244,0.122,12.62,-16.78,-100.09,True,False
