Time,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Angle_X,Angle_Y,Angle_Z,Mouse,Keyboard
1753170770.4488096,0.177,0.222,0.958,0.183,0.366,-0.305,13.16,-10.03,-62.13,True,False
1753170770.5384984,0.179,0.222,0.959,0.061,0.122,-0.305,13.16,-10.03,-62.13,True,False
1753170770.6435242,0.174,0.221,0.96,0.122,0.488,-0.183,13.15,-10.04,-62.14,True,False
1753170770.7489076,0.172,0.224,0.96,0.061,0.122,-0.061,13.15,-10.04,-62.14,True,False
1753170770.838928,0.175,0.219,0.96,0.244,0.183,0.0,13.16,-10.05,-62.15,True,False
1753170770.9439552,0.174,0.223,0.959,0.122,0.305,-0.061,13.16,-10.05,-62.14,True,False
1753170771.0339742,0.178,0.22,0.959,0.0,0.061,0.0,13.16,-10.05,-62.14,True,False
1753170771.1389327,0.177,0.221,0.959,0.0,0.122,0.0,13.15,-10.06,-62.14,True,False
1753170771.243955,0.179,0.219,0.959,0.061,0.122,0.0,13.15,-10.06,-62.14,True,False
1753170771.333982,0.175,0.218,0.959,0.061,0.244,0.0,13.14,-10.05,-62.14,True,False
1753170771.4390135,0.176,0.22,0.959,0.061,0.183,0.0,13.13,-10.03,-62.14,True,False
1753170771.5440383,0.174,0.223,0.96,0.0,0.366,0.0,13.15,-10.03,-62.14,True,False
1753170771.6335113,0.175,0.221,0.959,0.122,0.183,0.0,13.14,-10.01,-62.13,True,False
1753170771.738935,0.174,0.222,0.959,0.122,-0.061,0.0,13.14,-10.0,-62.13,True,False
1753170771.8483799,0.176,0.22,0.96,0.061,-0.244,0.0,13.15,-10.0,-62.13,True,False
1753170771.9336832,0.175,0.224,0.959,0.061,0.0,0.0,13.14,-10.0,-62.13,True,False
1753170772.0385177,0.174,0.224,0.959,0.183,0.244,0.0,13.15,-9.99,-62.13,True,False
1753170772.1286945,0.172,0.217,0.959,0.244,-0.549,0.0,13.15,-10.0,-62.13,True,False
1753170772.2338893,0.17,0.222,0.96,0.061,-0.366,0.0,13.15,-10.0,-62.13,True,False
1753170772.338508,0.175,0.222,0.96,0.061,-0.122,0.0,13.15,-10.0,-62.13,True,False
1753170772.428528,0.176,0.222,0.959,0.122,0.183,0.0,13.15,-10.01,-62.13,True,False
1753170772.5335438,0.178,0.221,0.96,0.061,0.122,0.0,13.15,-10.02,-62.13,True,False
1753170772.6388245,0.173,0.22,0.96,0.061,0.244,0.0,13.15,-10.01,-62.13,True,False
