Time,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Angle_X,Angle_Y,Angle_Z,Mouse,Keyboard
1753171136.2890434,0.223,0.166,0.961,1.404,-7.019,1.709,10.63,-12.46,-54.84,True,False
1753171136.3785691,0.239,0.177,0.958,0.671,0.61,-0.916,10.65,-12.71,-54.8,True,False
1753171136.4835925,0.231,0.182,0.958,0.61,-2.808,-0.061,10.74,-12.94,-54.86,True,False
1753171136.5737693,0.221,0.18,0.958,0.061,-0.488,-0.122,10.81,-13.04,-54.9,True,False
1753171136.6787937,0.226,0.179,0.958,-0.122,0.305,0.061,10.81,-13.07,-54.9,True,False
1753171136.7838182,0.23,0.178,0.958,0.244,0.916,-0.366,10.81,-13.02,-54.89,True,False
1753171136.873837,0.23,0.172,0.958,0.122,0.244,-0.061,10.79,-13.01,-54.9,True,False
1753171136.979289,0.231,0.184,0.956,-0.061,-0.916,0.183,10.78,-13.05,-54.92,True,False
1753171137.0843136,0.23,0.175,0.957,0.488,-1.831,0.366,10.81,-13.17,-54.95,True,False
1753171137.174277,0.229,0.179,0.958,0.122,0.427,-0.183,10.81,-13.24,-54.95,True,False
1753171137.2783,0.229,0.182,0.957,0.305,-0.488,-0.122,10.84,-13.23,-54.99,True,False
1753171137.3843246,0.23,0.179,0.957,0.122,0.183,-0.122,10.87,-13.23,-55.0,True,False
1753171137.473568,0.233,0.182,0.957,0.549,0.61,-0.366,10.89,-13.19,-55.0,True,False
1753171137.5785482,0.232,0.177,0.957,0.366,0.488,-0.122,10.93,-13.18,-55.01,True,False
1753171137.6685686,0.234,0.184,0.956,1.16,-0.183,0.061,10.96,-13.17,-55.03,True,False
1753171137.7735922,0.229,0.186,0.956,0.0,-0.366,0.183,11.07,-13.17,-55.01,True,False
1753171137.8786163,0.235,0.184,0.956,0.122,0.427,-0.671,11.07,-13.16,-55.04,True,False
1753171137.9706368,0.247,0.186,0.958,0.427,0.488,0.061,11.09,-13.17,-55.05,True,False
