Time,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Angle_X,Angle_Y,Angle_Z,Mouse,Keyboard
1753170628.0514553,0.25,0.218,0.949,0.122,0.549,-0.549,12.83,-13.33,-108.27,True,False
1753170628.1420636,0.238,0.206,0.952,0.0,0.488,-0.244,12.82,-13.34,-108.26,True,False
1753170628.2463593,0.242,0.218,0.95,0.061,0.427,-0.122,12.82,-13.31,-108.29,True,False
1753170628.351384,0.246,0.204,0.95,0.122,-0.061,-0.122,12.83,-13.33,-108.3,True,False
1753170628.4417055,0.229,0.213,0.952,0.0,0.0,-0.122,12.81,-13.32,-108.32,True,False
1753170628.5467296,0.234,0.214,0.951,0.183,-0.305,0.305,12.83,-13.29,-108.33,True,False
1753170628.6367502,0.223,0.213,0.951,0.061,0.122,0.0,12.82,-13.3,-108.32,True,False
1753170628.7427742,0.23,0.215,0.95,0.305,0.061,-0.183,12.83,-13.29,-108.33,True,False
1753170628.8467975,0.227,0.212,0.952,-0.183,0.183,-0.244,12.82,-13.32,-108.33,True,False
1753170628.9368174,0.225,0.212,0.951,0.366,0.183,-0.122,12.82,-13.3,-108.34,True,False
1753170629.0421867,0.228,0.216,0.952,-0.061,0.122,-0.366,12.82,-13.3,-108.34,True,False
1753170629.14721,0.232,0.216,0.952,0.488,0.061,0.061,12.82,-13.29,-108.35,True,False
1753170629.237231,0.233,0.21,0.95,0.0,-0.122,-0.244,12.82,-13.3,-108.36,True,False
1753170629.3422549,0.239,0.215,0.95,0.244,0.671,-0.427,12.82,-13.3,-108.36,True,False
1753170629.4472778,0.25,0.208,0.949,0.0,-0.061,0.0,12.82,-13.32,-108.36,True,False
1753170629.536298,0.229,0.212,0.951,0.061,-0.305,0.122,12.8,-13.33,-108.36,True,False
1753170629.6423228,0.239,0.209,0.95,0.0,-0.061,0.0,12.81,-13.31,-108.37,True,False
1753170629.731342,0.237,0.216,0.949,0.0,0.061,0.0,12.8,-13.31,-108.37,True,False
1753170629.8373673,0.231,0.21,0.95,0.0,-0.305,0.244,12.8,-13.32,-108.37,True,False
1753170629.9413962,0.237,0.21,0.95,0.244,-0.305,0.244,12.79,-13.32,-108.39,True,False
1753170630.0314167,0.226,0.21,0.952,0.0,-0.061,0.122,12.79,-13.33,-108.38,True,False
